Domain,Have_IP,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,DNS_Record,Web_Traffic,Domain_Age,Label
ftp.kingdomhotelsupplies.nl,0,1,2,0,0,0,0,0,1,Good
umij.org,0,0,2,0,0,0,0,1,0,Good
identifikatsiya.com,0,0,0,0,0,0,0,1,1,Good
viccats.camcam.dns-cloud.net,0,1,4,0,0,0,0,0,0,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
split.to,0,0,1,0,0,0,0,0,1,Good
hospitalarpaulista.com.br,0,1,5,0,0,0,0,1,1,Good
quarentenamagazine.com,0,1,2,0,0,0,0,1,0,Good
flightattendantessentials.com,0,1,6,0,0,0,0,0,1,Good
mikulaskocogas.hu,0,0,3,0,0,0,0,1,1,Good
kensonsitepcrepair.com,0,0,1,0,0,0,0,1,1,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
enorma.is,0,1,7,0,0,0,0,1,1,Good
bestydecor.com,0,1,5,0,0,0,0,0,0,Good
presentedodiadasmaeseaqui.com,0,1,2,0,0,0,0,1,1,Good
eventdofus.com,0,0,0,0,0,0,0,1,0,Good
regiscoyne.com,0,1,1,0,0,0,0,0,0,Good
kfqp4.pcgaboma.com,0,1,1,0,0,0,0,0,1,Good
passionateminnow.com,0,0,1,0,0,0,0,1,0,Good
art-sticker.fr,0,1,4,0,0,0,0,1,0,Good
w2-bb-acesso-online.cloud-fr1.unispace.io,0,1,2,0,0,0,0,0,0,Good
megamagaluon.com,0,0,1,0,0,0,0,1,0,Good
mail01.tinyletterapp.com,0,1,7,0,0,0,0,0,0,Good
csknow.clicknkids.com,0,1,6,0,0,0,0,0,0,Good
maximusmovingup.com,0,0,2,0,0,0,0,1,0,Good
tptelecom.it,0,1,6,0,0,0,0,1,0,Good
noutbookofff.ru,0,0,2,0,0,0,0,1,0,Good
prehardenelectronically.com,0,0,0,0,0,0,0,1,0,Good
playarprint.com,0,1,2,0,0,1,0,1,1,Good
thelogodept.com,0,1,7,0,0,1,0,1,0,Good
night-kingdom.mysteria.cz,0,1,1,0,0,0,0,0,0,Good
hostpoint.ch.hebetec.ch.p2aexpertise.com,0,1,1,0,0,0,0,1,0,Good
viewitem.eday.co.uk.itm.vauxhallastramk516174257807917item289293222dj4aaoswq4venxoo.cloudhappyconsulting.com,0,1,1,0,0,0,0,1,0,Good
southcountyclassified.com,0,1,5,0,0,0,0,1,0,Good
wholesalemsms.club,0,0,2,0,0,0,0,1,0,Good
soo.gd,0,0,1,0,0,0,1,1,1,Good
2933517.com,0,0,2,0,0,0,0,1,1,Good
csgoprime.ml,0,0,2,0,0,0,0,1,1,Good
firstbanktrust1.vmpxsites.com,0,0,0,0,0,0,0,0,1,Good
wlrembroidery.com,0,1,1,0,0,0,0,1,1,Good
facebook.com-marketplace-93839.mediaryte.co,0,0,0,0,0,0,0,1,0,Good
expeditions-of-e.com,0,1,3,0,0,0,0,1,0,Good
joankaslaan.com,0,0,1,0,0,0,0,1,1,Good
yourecofamily.com,0,0,1,0,0,0,0,1,0,Good
vegancenter.hu,0,1,2,0,0,0,0,1,1,Good
cadastro.byethost6.com,0,0,1,0,0,0,0,1,0,Good
stpetersquare.net,0,0,1,0,0,0,0,1,0,Good
35.239.229.191,1,0,1,0,0,0,0,1,1,Good
serwer2057731.home.pl,0,1,9,0,0,0,0,1,0,Good
taijishentie.com,0,1,2,1,0,0,0,1,0,Good
vkstickerc.000webhostapp.com,0,0,0,0,0,0,0,1,0,Good
embassyhotelguntur.com,0,0,3,0,0,0,0,1,0,Good
mdhsz.mentriqq.com,0,1,1,0,0,0,0,1,1,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
btr392mwtdk0s15txvutshqj9hnsqsw5eu3mnigy.s3-ap-northeast-1.amazonaws.com,0,1,4,0,0,0,0,1,1,Good
grupwhatsappsexy.zyns.com,0,0,0,0,0,0,0,0,0,Good
sppiscina.com,0,0,0,0,0,0,0,1,0,Good
churchbrm.org,0,0,1,0,0,0,0,1,0,Good
s1577556206.t.en25.com,0,1,2,0,0,0,0,1,0,Good
medellincannabis.co,0,0,2,0,0,0,0,1,0,Good
xn--72ca8ce9ah4dwbp9a8jnd.com,0,1,5,0,0,0,0,1,0,Good
thelogodept.com,0,1,6,0,0,1,0,1,0,Good
informes055.wixsite.com,0,0,1,0,0,0,0,1,0,Good
elpla.pl,0,0,3,0,0,0,0,1,0,Good
ig-always.000webhostapp.com,0,0,0,0,0,0,0,1,0,Good
lunaclothing-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
paxful.com.transfer.boubit.com,0,0,0,0,0,1,0,1,0,Good
heliosroofing-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
benamejicityofbaseball.com,0,0,2,0,0,0,0,1,0,Good
honda4fun.com,0,0,2,0,0,0,0,1,1,Good
livecalgary.com,0,0,4,0,0,0,0,1,0,Good
app66560000.blogspot.com,0,0,0,0,0,1,1,1,1,Good
politikesgeuseis.gr,0,1,5,0,0,0,0,0,1,Good
fes-romania.org,0,1,2,0,0,0,0,0,0,Good
irmasbeneditinasdp.com.br,0,1,4,0,0,0,0,1,1,Good
enigreen.net,0,1,3,0,0,0,0,1,0,Good
jppost-ga.co,0,0,1,0,0,0,0,0,0,Good
51jianli.cn,0,1,1,0,0,0,0,1,0,Good
clever-bhabha.netlify.app,0,0,0,0,0,0,0,1,0,Good
roithai.com,0,1,6,0,0,0,0,1,1,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
getactive365.com,0,1,4,0,0,0,0,1,0,Good
manutencaoitauchecks.com,0,0,1,0,0,0,0,1,0,Good
digitalmillionaires.com,0,0,1,0,0,0,0,0,0,Good
mail.speedy.com.pk,0,1,4,0,0,0,1,0,1,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
playarprint.com,0,0,2,0,0,1,0,1,1,Good
southcountyclassified.com,0,1,5,0,0,0,0,1,0,Good
koskas.activehosted.com,0,1,1,0,0,0,0,1,0,Good
venturegroupit.com,0,1,2,0,0,1,0,1,0,Good
turkmcse.com,0,0,2,0,0,0,0,1,0,Good
tsgesg.jdim.com.cn,0,0,0,0,0,0,0,1,0,Good
fashionphotographycourse.com,0,1,3,0,0,0,0,1,0,Good
saadhagaparavaigal.com,0,1,4,0,0,0,0,1,0,Good
arenda167023.000webhostapp.com,0,0,0,0,0,0,0,1,0,Good
viralcc.com,0,0,1,0,0,0,0,0,0,Good
loveskinhub.com,0,0,2,0,0,0,0,1,0,Good
cheaproomsvalencia.com,0,1,5,0,0,0,0,1,0,Good
ime.uff.br,0,1,8,0,0,0,0,1,1,Good
hoobpromoticon.gq,0,0,0,0,0,0,1,1,1,Good
caribconnectlaw.com,0,1,5,0,0,0,0,1,0,Good
hrweb99.com,0,0,5,0,0,0,0,1,0,Good
assist-att.net,0,0,0,0,0,0,0,1,0,Good
kosmetyczka-radzymin.pl,0,1,8,0,0,0,0,1,0,Good
newweb99841020lkm-com.preview-domain.com,0,1,1,0,0,0,0,1,0,Good
endo.ba,0,1,3,0,0,0,0,1,1,Good
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,0,Good
popaddress.com,0,1,6,0,0,0,0,1,0,Good
u1035597.cp.regruhosting.ru,0,1,3,0,0,0,0,0,0,Good
acct-frederickcountymd-inv.com,0,1,3,0,0,0,0,1,0,Good
evisionlegal.com,0,1,5,0,0,0,0,1,0,Good
vardhaman.org,0,1,5,0,0,0,0,0,0,Good
uload-300.mountainjaynik.gb.net,0,1,5,0,0,0,1,1,1,Good
tr.im,0,0,1,0,0,1,0,0,1,Good
165.227.4.30,1,0,2,0,0,0,0,1,1,Good
empirerealtycompany.com,0,1,4,0,0,0,0,1,1,Good
clayheart.com,0,0,3,0,0,1,0,1,0,Good
expoei.udd.cl,0,1,2,0,0,0,0,1,0,Good
03418f6.netsolhost.com,0,1,1,0,0,1,0,1,0,Good
estarjuntosemestarpertoo0.com,0,0,1,0,0,0,0,1,0,Good
bluemarble.cloud,0,1,6,0,0,0,0,1,0,Good
thegioisport.com,0,1,2,0,0,1,0,0,0,Good
yourfitnesscorner.com,0,1,9,0,0,0,0,0,0,Good
girlsgettinggoals.com,0,1,3,0,0,0,0,1,0,Good
mytanfarma.com,0,1,6,0,0,0,0,1,0,Good
southcountyclassified.com,0,1,5,0,0,0,0,1,0,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
entraegypt.com,0,0,1,0,0,1,1,0,1,Good
2lyk-chort.thess.sch.gr,0,1,9,0,0,0,0,1,1,Good
ledgerbtc.club,0,0,0,0,0,0,0,1,1,Good
atccn3.it,0,1,3,0,0,0,0,1,0,Good
drive.google.com,0,1,4,0,0,0,0,1,1,Good
civilcontractorsinmumbai.in,0,1,3,0,0,0,0,0,0,Good
nectaribate.com.br,0,1,3,0,0,0,0,1,1,Good
yopihandrianto.net,0,0,1,0,0,0,0,1,0,Good
kurskin.be,0,1,6,0,0,0,0,0,1,Good
washpucks.com,0,1,3,0,0,0,0,1,0,Good
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,1,1,Good
chillzone.nick.de,0,1,6,0,0,0,0,0,1,Good
chat.whatsagp.com,0,0,1,0,0,0,0,0,0,Good
freedentist.net,0,0,2,0,0,0,0,1,0,Good
kjjllgf.blogspot.com,0,0,0,0,0,1,1,1,1,Good
drive.google.com,0,1,4,0,0,0,0,1,1,Good
myappstore.org,0,1,5,0,0,0,0,1,0,Good
livenmitac-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
bp-formularios-covid19.azurewebsites.net,0,0,0,0,0,0,1,1,1,Good
cafecitoperez.ivanidzakovic.com,0,1,6,0,0,0,0,1,0,Good
blog.drall.com.br,0,0,2,0,0,0,0,0,1,Good
gerdalights.buzz,0,1,2,0,0,0,0,1,1,Good
paypalsigninfo.deisemelo.com,0,0,0,0,0,0,0,1,0,Good
soo.gd,0,0,1,0,0,0,1,1,1,Good
nicolacirilli.it,0,0,1,0,0,0,0,1,0,Good
grottedisaledesenzano.com,0,0,1,0,0,0,0,1,0,Good
dataupdaterequired.site44.com,0,0,0,0,0,0,0,0,0,Good
firesidelodge.net,0,1,9,0,0,0,0,1,0,Good
aviationconsultantsworldwide.com,0,1,3,0,0,0,0,1,0,Good
dunggiodrilling.com,0,1,10,0,0,0,0,0,0,Good
davidhavenar2311.typeform.com,0,0,2,0,0,0,0,1,0,Good
covid19-seguranca.autosmsbb.com,0,0,0,0,0,0,0,1,0,Good
actiie844.coffeecup.com,0,0,2,0,0,0,0,1,0,Good
cafecitoperez.ivanidzakovic.com,0,1,6,0,0,0,0,1,0,Good
treasurechicks.com,0,1,6,0,0,0,0,1,0,Good
shadetreetechnology.com,0,0,2,0,0,0,0,1,0,Good
shophealthybits.com,0,0,3,0,0,0,0,0,0,Good
playarprint.com,0,1,2,0,0,1,0,1,1,Good
dev.seatassignmate.net,0,1,2,0,0,0,0,1,0,Good
pg-series-atendimento.joomla.com,0,1,2,0,0,0,0,1,0,Good
borrachao.com.br,0,1,5,0,0,0,0,1,1,Good
dipelnet.com.br,0,0,3,0,0,1,0,0,1,Good
zjgsyds.cn,0,1,1,1,0,0,0,1,0,Good
kbclotterywinnerz.com,0,0,2,0,0,0,0,1,0,Good
delgadaygordo.com,0,0,2,0,0,0,0,1,0,Good
ertde.club,0,0,1,0,0,0,0,1,0,Good
community-ebay-de-diskussionsforen-3ws.html-5.me,0,1,0,0,0,0,0,0,0,Good
prettanike.com,0,0,3,0,0,0,0,1,0,Good
paypal.co.uk.userrmuqu2y40n5.settingsppup.com,0,1,1,0,0,0,0,1,0,Good
greenwattgroup.com,0,1,3,0,0,0,0,1,0,Good
seetflix.tumblr.com,0,0,0,0,0,0,0,1,1,Good
umij.org,0,0,2,0,0,0,0,1,0,Good
cremasantiestrias.es,0,1,5,0,0,0,0,1,1,Good
mygshock.com,0,0,3,0,0,0,0,0,0,Good
i-grupobancolombia.com,0,1,2,0,0,0,1,1,1,Good
hessdastesge.com,0,0,0,0,0,0,0,1,1,Good
art-sticker.fr,0,1,4,0,0,0,0,1,0,Good
docs.google.com,0,1,3,0,0,0,0,1,1,Good
worldyouthsummit.org,0,1,2,0,0,0,0,0,0,Good
farmskinsgiveaway.com,0,0,0,0,0,0,0,1,0,Good
ebay.item-23949.co.uk,0,1,0,0,0,0,0,1,0,Good
623112j4j3.codesandbox.io,0,0,1,0,0,0,0,1,0,Good
buyxtrixtviptv.com,0,1,1,0,0,0,0,1,0,Good
paypal-support-help-inc.blogspot.be,0,0,0,0,0,0,0,1,1,Good
acct-premierhomehealthcare-inv.com,0,1,3,0,0,0,0,1,0,Good
tptelecom.it,0,1,6,0,0,0,0,1,0,Good
art-sticker.fr,0,1,4,0,0,0,0,1,0,Good
playarprint.com,0,1,2,0,0,1,0,1,1,Good
u1037725.cp.regruhosting.ru,0,1,3,0,0,0,0,0,0,Good
rockysite.net,0,0,2,0,0,0,0,0,1,Good
snip.ly,0,0,1,0,0,0,0,1,1,Good
userxagent98ngnixubu.ga,0,0,2,0,0,0,0,1,1,Good
rashetfustuk.com,0,0,2,0,0,0,0,1,0,Good
fanxtv.info,0,0,1,0,0,0,0,1,0,Good
chaseon.sytes.net,0,1,3,0,0,0,1,1,1,Good
kurortnoye.com.ua,0,1,3,0,0,0,0,0,1,Good
hrsoftware.in.th,0,1,6,0,0,0,0,0,1,Good
heppler.ch.net2care.com,0,1,3,1,0,0,0,0,0,Good
bd-times.com,0,1,6,0,0,0,0,0,0,Good
dzd.rksmb.org,0,1,5,0,0,1,0,0,0,Good
vk.com,0,1,1,0,0,0,0,1,1,Good
httpssigninbaydewsbayisapidllsigninruafudejsdederatapidllphpdl.aba.vg,0,1,3,0,1,0,1,0,1,Good
grindtimegym.com,0,1,5,0,0,0,0,1,0,Good
umnnp-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
mail.beloinox.pl,0,0,1,0,0,0,0,1,0,Good
diadiaeconomia.com,0,1,0,0,0,0,0,1,0,Good
mail.afirehorse.com,0,0,4,0,0,0,0,1,0,Good
plytecfi-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
bcpzonasegurabeta.viabcp.com.pe.consultas-afp.john-burdett.com,0,1,0,0,0,1,0,1,0,Good
sknaquatech.com,0,1,4,0,0,0,0,1,0,Good
earlydetectioniskey.com,0,1,3,0,0,0,0,1,0,Good
cellidplus.com,0,1,5,0,0,0,0,1,0,Good
mall.ie,0,0,3,0,0,0,0,1,0,Good
bit.ly,0,0,1,0,0,1,0,1,1,Good
ayzam.com,0,0,3,0,0,0,0,1,0,Good
etransfer.interac.ca-iris.club,0,1,4,0,0,0,0,1,1,Good
idpd.pl,0,0,0,0,0,0,0,1,0,Good
icloud.com.support-careplus.com,0,0,0,0,0,0,0,1,0,Good
betasus3.blogspot.com,0,0,0,0,0,1,1,1,1,Good
malerikonservator.se,0,1,4,0,0,0,0,1,0,Good
erdcs.xyz,0,0,0,0,0,0,0,1,1,Good
venturegroupit.com,0,1,2,0,0,1,0,1,0,Good
sastaservices.com,0,1,2,0,0,0,0,1,0,Good
google.com,0,1,1,1,0,0,0,1,1,Good
clinicavirgenasunta.com,0,0,1,0,0,0,0,1,1,Good
simbacorporation.com,0,1,3,0,0,0,0,1,0,Good
sukuntextile.com,0,1,3,0,0,0,0,1,0,Good
po.do,0,0,1,0,0,0,0,0,0,Good
ettalee.com,0,0,1,0,0,0,0,0,0,Good
estaremos-nessa-crise-unidoscom.com,0,1,2,0,0,0,0,1,0,Good
paxful.cam,0,0,1,0,0,0,0,1,1,Good
ime.uff.br,0,1,5,0,0,0,0,1,1,Good
aurorabusinessunited.org,0,0,2,0,0,0,0,1,0,Good
foxlap.com,0,1,6,0,0,0,0,1,0,Good
entraegypt.com,0,0,1,0,0,1,0,0,0,Good
justgfx.com,0,0,2,0,0,1,0,1,0,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
shop4you.se,0,1,5,0,0,0,0,1,0,Good
laurelmine.xyz,0,0,1,0,0,0,0,1,0,Good
itaucard.sac24horas.com,0,0,1,0,0,0,0,1,0,Good
vurl.bz,0,0,2,0,0,0,1,1,1,Good
mail.neve-indoor.nl,0,1,2,0,0,0,0,1,1,Good
bcpzonasegurabeta-viabcp-com.360egyptours.com,0,1,2,0,0,0,0,0,0,Good
odyssee-voyages.fr,0,0,2,0,0,0,0,1,0,Good
collaboration.com.ua,0,1,6,0,0,0,0,1,1,Good
193.35.48.23,1,1,1,0,0,0,0,1,1,Good
docs.google.com,0,1,5,0,0,0,0,1,1,Good
worldyouthsummit.org,0,0,2,0,0,0,0,0,0,Good
conecteseasuacasa.com,0,1,2,0,0,0,0,1,0,Good
maciel.med.br,0,1,5,0,0,0,0,1,1,Good
wpcorporate.sfdevserver.com,0,1,10,0,0,0,0,0,0,Good
cheaproomsvalencia.com,0,1,5,0,0,0,0,1,0,Good
docs.google.com,0,1,2,1,0,0,0,1,1,Good
csgotear.ru,0,0,0,0,0,0,0,1,0,Good
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,0,1,1,0,0,0,0,0,0,Good
kebepxinh.vn,0,1,3,0,0,0,1,1,1,Good
oooue.000webhostapp.com,0,0,0,0,0,0,0,1,0,Good
doctorslepchuk.ru,0,0,2,0,0,0,0,1,0,Good
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,1,1,0,0,0,0,1,0,Good
sgozq-alternate.app.link,0,0,0,0,0,0,0,1,0,Good
id-app.jdevcloud.com,0,0,3,0,0,0,0,1,1,Good
lbcpzonasegurabeta.rf.gd,0,0,0,0,0,0,1,1,1,Good
maio-em-promocoes.com,0,1,3,0,0,0,0,1,0,Good
moc-kompetensresurs.se,0,1,5,0,0,0,0,1,0,Good
balletshop.eu,0,0,2,0,0,0,0,0,1,Good
xtremefish.su,0,0,1,0,0,0,0,1,0,Good
clients.furleypage.co.uk,0,0,2,0,0,0,0,0,1,Good
marsold.cl,0,1,3,0,0,0,0,1,0,Good
acct-scsouthmountain-inv.me,0,1,3,0,0,0,0,1,0,Good
recovery-support.u718573rwk.ha004.t.justns.ru,0,1,1,0,0,0,0,0,0,Good
leadflowgeneration.com,0,1,4,0,0,0,0,1,0,Good
planwise.co.za,0,1,8,0,0,0,0,1,1,Good
chat-whatsapp.holl45.ga,0,0,0,0,0,0,0,1,1,Good
cekilisciniz.net,0,0,1,0,0,0,0,1,0,Good
grandmarketltd.co.uk,0,1,7,0,0,0,0,1,0,Good
dbhpsapts.com,0,0,2,0,0,0,0,0,0,Good
ojcconseil.com,0,0,0,0,0,0,0,1,0,Good
fn-international.com,0,0,2,0,0,0,0,1,0,Good
hotmailsecure.brilliantbokeh.com,0,0,1,0,0,0,0,1,0,Good
cheaproomsvalencia.com,0,1,5,0,0,0,0,1,0,Good
stortrk.com,0,1,3,0,0,0,0,0,0,Good
arevszzs.000webhostapp.com,0,0,1,0,0,0,0,1,0,Good
35.188.36.185,1,1,4,0,0,0,0,1,1,Good
courgeon-immobilier.fr,0,1,6,0,0,0,0,1,0,Good
satkom.id,0,0,1,0,0,0,0,1,0,Good
somerincare.com,0,0,3,0,0,0,0,1,0,Good
vmoremlm.com,0,0,3,0,0,0,0,1,0,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
cashwix.com,0,0,0,0,0,1,0,1,0,Good
westhorizonfund.com,0,0,1,0,0,0,0,1,0,Good
christiantidings.com,0,1,3,0,0,0,0,1,0,Good
central-de-vendas.com,0,1,2,0,0,0,0,1,0,Good
fr.imsly.com,0,1,2,0,0,0,0,0,0,Good
prouns.rs,0,0,2,0,0,0,0,1,1,Good
argag.com,0,0,2,0,0,0,0,1,0,Good
vibehotels.co.in,0,1,6,0,0,0,0,1,0,Good
mail.bancoaztecagt.com,0,0,0,0,0,1,0,0,0,Good
ox-aruba.blogspot.com,0,0,0,0,0,1,1,1,1,Good
banksstink.com,0,0,2,0,0,0,0,1,0,Good
citigroupsmy.com,0,0,1,0,0,0,0,1,0,Good
securecuserver.co.uk,0,1,3,0,0,0,0,1,0,Good
montagnalombardia.xyz,0,1,2,0,0,0,0,1,1,Good
sconsumer.e-pagos.cl,0,0,1,0,0,0,0,1,0,Good
c1781279.ferozo.com,0,1,5,0,0,0,0,1,0,Good
seminarpedia.com,0,1,2,0,0,0,0,1,0,Good
livingwagenyc.org,0,1,4,0,0,0,0,1,0,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
btc-ex.buzz,0,0,0,0,0,0,0,1,0,Good
infopublishersassociation.com,0,1,8,0,0,0,0,1,0,Good
justlookapp.com,0,1,7,0,0,0,0,1,0,Good
krasn.arkadak.sarmo.ru,0,0,1,0,0,0,0,0,0,Good
chinadryer.cn,0,0,1,0,0,0,0,1,0,Good
protect-eu.mimecast.com,0,1,2,0,0,1,0,1,1,Good
yourfitnesscorner.com,0,1,9,0,0,0,0,0,0,Good
hwtswecy.livedrive.com,0,1,2,0,0,0,0,0,1,Good
via.bcpsms.vip,0,0,0,0,0,0,1,1,1,Good
manidhara.com,0,1,7,0,0,0,0,1,0,Good
activelogisticsltd.com,0,1,2,0,0,0,0,1,0,Good
sushihouse.com.br,0,1,4,0,0,0,0,1,1,Good
vadodaramarathon.com,0,1,5,0,0,0,0,0,0,Good
americanretrieval-my.sharepoint.com:443,0,1,4,0,0,1,0,1,1,Good
shiptoislands.com,0,1,6,0,0,0,0,0,0,Good
ruasepicas.pt,0,1,1,0,0,1,1,1,1,Good
taofiklawal.com,0,0,3,0,0,0,0,1,0,Good
alquileres.com.py,0,1,3,0,0,0,1,1,1,Good
wdestaques15.prime-oportunidades-agora.shop,0,1,5,0,0,0,0,1,0,Good
kerryduncan2-live.php5.hostingweb.co.uk,0,0,0,0,0,0,0,0,0,Good
my3billing-three.com,0,0,0,0,0,0,0,1,0,Good
officialtobinbell.com,0,1,1,0,0,0,0,1,0,Good
physics.uctm.edu,0,1,6,0,0,0,0,0,1,Good
bpl.kr,0,0,1,0,0,0,0,0,0,Good
induferram.com,0,1,5,0,0,0,0,1,0,Good
netorgft3927858-my.sharepoint.com,0,1,5,0,0,1,0,1,1,Good
cembra-ch.com,0,0,0,0,0,0,0,1,0,Good
saleschampion.co.uk,0,1,5,0,0,0,0,1,0,Good
ffinam.com,0,1,4,0,0,0,0,1,0,Good
kgmarbledesigns.com,0,0,0,0,0,0,0,0,0,Good
autorizador5.com.br,0,1,7,0,0,0,0,1,1,Good
livestudentccc-my.sharepoint.com,0,1,5,0,0,1,0,0,1,Good
sieck-kuehlsysteme.de,0,1,4,0,0,1,0,1,1,Good
golden-puzzled-tailor.glitch.me,0,0,0,0,0,0,0,1,0,Good
truckcalling.com,0,0,1,0,0,0,0,1,0,Good
bit-x.ru,0,0,0,0,0,0,0,0,0,Good
chase-verification.diligencees.com,0,1,2,0,0,0,0,1,0,Good
ndt-college.kz,0,1,6,0,0,0,1,1,1,Good
nhc2020.com,0,0,3,0,0,0,0,1,0,Good
cittainfinite.eu,0,1,2,0,0,0,0,1,1,Good
kaizenpak.com,0,0,2,0,0,0,0,1,0,Good
pagesyouraccount.cloudns.asia,0,0,1,0,0,0,0,1,1,Good
support.zuzugroup.com,0,0,2,0,0,0,0,1,0,Good
espaceclientv1.fr,0,1,5,0,0,0,0,1,0,Good
lakinshore.buzz,0,0,2,0,0,0,0,1,1,Good
playarprint.com,0,1,2,0,0,1,0,1,1,Good
art-sticker.fr,0,1,5,0,0,0,0,1,0,Good
garajd.com,0,0,3,0,0,0,0,1,0,Good
viibes.com,0,1,4,0,0,0,0,1,0,Good
xn--sparkass-i1a.connect-1412.de,0,1,2,0,0,0,0,1,1,Good
turkmcse.com,0,0,2,0,0,0,0,1,0,Good
maciel.med.br,0,0,3,0,0,0,0,1,1,Good
hostiotics.com,0,1,4,0,0,0,0,0,0,Good
avaceklpterms.ga,0,0,1,0,0,0,0,1,1,Good
c1511482.ferozo.com,0,0,4,0,0,0,0,1,0,Good
sriaishwaryaconstruction.com,0,0,1,0,0,0,0,1,0,Good
advonationusa.com,0,1,5,0,0,0,0,1,0,Good
eth-give.info,0,0,0,0,0,0,0,1,1,Good
infopublishersassociation.com,0,1,8,0,0,0,0,1,0,Good
wazzpromo.com,0,0,2,0,0,0,0,1,0,Good
iti.itau,0,0,0,0,0,0,0,0,0,Good
1drv.ms,0,0,2,0,0,0,0,0,0,Good
zohard.com,0,1,8,0,0,0,0,1,0,Good
chego-unicopicpayonone.com,0,1,4,0,0,0,0,1,0,Good
art-sticker.fr,0,1,5,0,0,0,0,1,0,Good
qvkw.000webhostapp.com,0,0,0,0,0,0,0,1,0,Good
chat.whatscpp.com,0,0,1,0,0,0,0,0,0,Good
81cbd50754804973894115930bc620f5.testing-url.ws,0,1,6,0,0,0,0,1,1,Good
dofus.page,0,0,4,0,0,0,1,1,1,Good
lynshirt.com,0,1,4,0,0,1,0,0,0,Good
pacoboats.com,0,1,4,0,0,0,0,1,0,Good
doc.google.share.pressurecookerindia.com,0,1,1,0,0,0,0,1,0,Good
kunstpris.dk,0,1,4,0,0,0,0,1,0,Good
mastercitydisplay.com,0,1,3,0,0,0,0,1,0,Good
lucidfestival.com,0,1,6,0,0,0,0,1,0,Good
pixel.baltic-dragon.ru,0,1,4,0,0,0,0,1,0,Good
smsorangesmsmessage.myfreesites.net,0,0,0,0,0,0,0,0,0,Good
onedrivestoragedatayu.dns-cloud.net,0,0,1,0,0,0,0,0,0,Good
wilstv.com,0,1,4,0,0,0,0,1,0,Good
sunburstmedia.com,0,1,4,0,0,0,0,0,0,Good
holychildschool.co.in,0,1,7,0,0,0,0,0,0,Good
ata22.ir,0,0,1,0,0,0,1,1,1,Good
hashwide.com,0,1,4,0,0,0,0,0,0,Good
firebasestorage.googleapis.com,0,1,5,0,0,1,1,1,1,Good
benson6303.com,0,1,5,0,0,0,0,1,0,Good
acoustic-descriptive-beet.glitch.me,0,0,0,0,0,0,0,1,0,Good
trbetasusgir.blogspot.com,0,0,0,0,0,1,1,1,1,Good
wozapple.com,0,0,0,0,0,0,0,1,0,Good
qrxhskj.cluster028.hosting.ovh.net,0,1,4,0,0,0,0,1,1,Good
link-masuk-grup-bokep-terbaru-kk.000webhostapp.com,0,1,1,0,0,0,0,1,0,Good
livraisonspeed01.cloudaccess.host,0,1,4,0,0,0,1,1,1,Good
hamt.jp,0,1,7,0,0,0,0,1,1,Good
movebetterrunbetter.com,0,1,3,0,0,0,0,1,1,Good
ligatokens.io,0,0,0,0,0,0,0,0,0,Good
managechamp.com,0,1,11,0,0,0,0,1,1,Good
m7po.com,0,1,5,0,0,0,0,1,0,Good
3no.ro,0,0,1,0,0,0,0,1,0,Good
bajer.info.pl,0,1,7,0,0,0,0,1,0,Good
bloquenegro.cl,0,1,5,0,0,0,0,1,0,Good
secure-account-info.openvcsme.cf,0,1,1,0,0,0,0,0,1,Good
nebojsega.com,0,0,1,0,0,0,0,1,0,Good
storage.googleapis.com,0,1,2,0,0,0,1,1,1,Good
catholichub.tv,0,0,3,0,0,0,0,0,1,Good
bellpeppers.pk,0,0,3,0,0,0,1,1,1,Good
docs.google.com,0,1,2,0,0,0,0,1,1,Good
samcool.org,0,1,1,0,0,0,0,1,1,Good
yrcpi5xiyk5p6jjyzy3zhybgy6vsiymp4wrfptss3xqpcadpdtgq.litepages.googlezip.net,0,1,1,1,0,0,0,0,1,Good
mail.damclub020.nl,0,1,2,0,0,0,0,1,1,Good
xn--3-vc2br1kyq5b.com:82,0,0,0,0,0,0,0,1,1,Good
lynshirt.com,0,1,6,0,0,1,0,0,0,Good
